"playerid","birthyear","birthcountry","deathyear","namefirst","namelast","weight","height","bats","throws"
"collite99",1949,"USA",NULL,"Terry","Collins",158,69,"R","R"
"colliti01",1989,"USA",NULL,"Tim","Collins",170,67,"L","L"
"collity01",1990,"USA",NULL,"Tyler","Collins",215,71,"L","L"
"colliwi01",1889,"USA",1941,"Wilson","Collins",165,69,"R","R"
"collizi01",1892,"USA",1983,"Zip","Collins",152,71,"L","L"
"collmjo01",1986,"USA",NULL,"Josh","Collmenter",240,75,"R","R"
"colluja01",1927,"USA",2009,"Jackie","Collum",160,67,"L","L"
"collvbi01",1867,"USA",1888,"Bill","Collver",NULL,NULL,NULL,NULL
"colmafr01",1918,"CAN",1983,"Frank","Colman",186,71,"L","L"
"colomal01",1988,"D.R.",NULL,"Alex","Colome",220,73,"R","R"
"colomje01",1977,"D.R.",NULL,"Jesus","Colome",240,74,"R","R"
"colonba01",1973,"D.R.",NULL,"Bartolo","Colon",285,71,"R","R"
"colonch01",1989,"P.R.",NULL,"Christian","Colon",185,70,"R","R"
"coloncr01",1969,"Venezuela",NULL,"Cris","Colon",180,74,"B","R"
"colonjo01",1990,"P.R.",NULL,"Joe","Colon",180,72,"R","R"
"colonro01",1979,"D.R.",NULL,"Roman","Colon",245,77,"R","R"
"colpadi01",1944,"USA",NULL,"Dick","Colpaert",182,70,"R","R"
"colsolo01",1947,"USA",NULL,"Loyd","Colson",190,73,"R","R"
"coltola01",1942,"USA",NULL,"Larry","Colton",200,75,"L","R"
"colucbo01",1951,"USA",NULL,"Bob","Coluccio",183,71,"R","R"
"colvity01",1985,"USA",NULL,"Tyler","Colvin",210,75,"L","L"
"colyest01",1979,"USA",NULL,"Steve","Colyer",200,76,"L","L"
"combege01",1956,"USA",NULL,"Geoff","Combe",185,74,"R","R"
"combsea01",1899,"USA",1976,"Earle","Combs",185,72,"L","R"
"combsme01",1919,"USA",1981,"Merl","Combs",172,72,"L","R"
"combspa01",1966,"USA",NULL,"Pat","Combs",200,75,"L","L"
"comeljo01",1916,"Cuba",2001,"Jorge","Comellas",190,72,"R","R"
"comerst01",1954,"USA",NULL,"Steve","Comer",195,75,"B","R"
"comerwa01",1944,"USA",NULL,"Wayne","Comer",175,70,"R","R"
"comisch01",1859,"USA",1931,"Charlie","Comiskey",180,72,"R","R"
"commaji01",1928,"USA",2014,"Jim","Command",200,74,"L","R"
"comorad01",1904,"USA",1951,"Adam","Comorosky",167,70,"R","R"
"comptcl01",1950,"USA",NULL,"Clint","Compton",185,71,"L","L"
"comptja01",1882,"USA",1974,"Jack","Compton",157,69,"R","R"
"comptmi01",1944,"USA",NULL,"Mike","Compton",180,70,"R","R"
"comptpe01",1889,"USA",1978,"Pete","Compton",170,71,"L","L"
"comstke01",1955,"USA",NULL,"Keith","Comstock",174,72,"L","L"
"comstra01",1890,"USA",1966,"Ralph","Comstock",168,70,"R","R"
"conatcl01",1921,"USA",NULL,"Clint","Conatser",182,71,"R","R"
"conceda01",1948,"Venezuela",NULL,"Dave","Concepcion",155,74,"R","R"
"concege01",1992,"Cuba",NULL,"Gerardo","Concepcion",200,74,"L","L"
"conceon01",1957,"P.R.",NULL,"Onix","Concepcion",160,66,"R","R"
"condera01",1934,"P.R.",NULL,"Ramon","Conde",172,68,"R","R"
"condrcl01",1975,"USA",NULL,"Clay","Condrey",195,75,"R","R"
"conebo01",1894,"USA",1955,"Bob","Cone",172,74,"R","R"
"coneda01",1963,"USA",NULL,"David","Cone",180,73,"L","R"
"conefr01",1848,"USA",1909,"Fred","Cone",171,69,NULL,NULL
"confomi01",1993,"USA",NULL,"Michael","Conforto",215,73,"L","R"
"congabu01",1875,"CAN",1937,"Bunk","Congalton",190,71,"L","L"
"congedi01",1921,"USA",1970,"Dick","Conger",185,72,"R","R"
"congeha01",1988,"USA",NULL,"Hank","Conger",220,74,"B","R"
"conigbi01",1947,"USA",NULL,"Billy","Conigliaro",180,72,"R","R"
"conigto01",1945,"USA",1990,"Tony","Conigliaro",185,75,"R","R"
"coninje01",1966,"USA",NULL,"Jeff","Conine",205,73,"R","R"
"conkwal01",1896,"USA",1991,"Allen","Conkwright",170,70,"R","R"
"conlajo01",1899,"USA",1989,"Jocko","Conlan",165,67,"L","L"
"conlead01",1990,"USA",NULL,"Adam","Conley",200,75,"L","L"
"conlebo01",1934,"USA",NULL,"Bob","Conley",188,73,"R","R"
"conleed01",1864,"USA",1894,"Ed","Conley",142,68,NULL,NULL
"conlege01",1930,"USA",2017,"Gene","Conley",225,80,"R","R"
"conlesn01",1892,"USA",1978,"Snipe","Conley",179,71,"R","R"
"conlojo01",1897,"USA",1987,"Jocko","Conlon",145,67,"R","R"
"connabr01",1902,"USA",1971,"Bruce","Connatser",170,71,"R","R"
"connafr01",1869,"USA",1942,"Frank","Connaughton",165,69,"R","R"
"connafr02",1958,"USA",NULL,"Fritzie","Connally",210,75,"R","R"
"connasa01",1898,"USA",1978,"Sarge","Connally",170,71,"R","R"
"connbe01",1879,"USA",1944,"Bert","Conn",178,72,NULL,"R"
"connebi01",1925,"USA",1980,"Bill","Connelly",175,72,"L","R"
"connege01",1906,"USA",1937,"Gene","Connell",180,72,"R","R"
"connejo01",1902,"USA",1977,"Joe","Connell",165,68,"L","L"
"connepe01",1862,"USA",1892,"Peter","Connell",180,73,NULL,NULL
"connest01",1974,"USA",NULL,"Steve","Connelly",210,76,"R","R"
"connete01",1855,"USA",1924,"Terry","Connell",NULL,NULL,NULL,NULL
"conneto01",1897,"USA",1941,"Tom","Connelly",165,71,"L","R"
"connobi01",1941,"USA",NULL,"Bill","Connors",180,73,"R","R"
"connobu01",1901,"USA",1964,"Bud","Connolly",154,68,"R","R"
"connoch01",1921,"USA",1992,"Chuck","Connors",190,77,"L","L"
"connoed01",1908,"USA",1963,"Ed","Connolly",180,68,"R","R"
"connoed02",1939,"USA",1998,"Ed","Connolly",190,73,"L","L"
"connoje01",NULL,"USA",NULL,"Jerry","Connors",NULL,NULL,NULL,NULL
"connoji01",1863,"USA",1950,"Jim","Connor",179,70,"R","R"
"connojo01",1862,"USA",1891,"Joe","Connors",NULL,NULL,NULL,NULL
"connojo02",1861,"USA",1905,"John","Connor",NULL,72,NULL,NULL
"connojo03",1874,"USA",1957,"Joe","Connor",185,74,"R","R"
"connojo04",1884,"USA",1943,"Joe","Connolly",165,67,"L","R"
"connojo05",1894,"USA",1960,"Joe","Connolly",170,72,"R","R"
"connome01",1914,"USA",2006,"Merv","Connors",192,74,"R","R"
"connone01",1850,"USA",1898,"Ned","Connor",156,69,NULL,NULL
"connore01",NULL,NULL,NULL,"Red","Connally",NULL,NULL,"B",NULL
"connoro01",1857,"USA",1931,"Roger","Connor",220,75,"B","L"
"connoto01",1892,"USA",1966,"Tom","Connolly",175,71,"L","R"
"connoto99",1870,"United Kingdom",1961,"Tommy","Connolly",170,67,NULL,NULL
"conovte01",1868,"USA",1910,"Theodore","Conover",165,70,"R","R"
"conrabr01",1980,"USA",NULL,"Brooks","Conrad",190,70,"B","R"
"conrobe01",1871,"USA",1937,"Ben","Conroy",136,66,NULL,NULL
"conrobi01",1899,"USA",1970,"Bill","Conroy",160,68,"R","R"
"conrobi02",1915,"USA",1997,"Bill","Conroy",185,72,"R","R"
"conroti01",1960,"USA",NULL,"Tim","Conroy",178,72,"L","L"
"conrowi01",1877,"USA",1959,"Wid","Conroy",158,69,"R","R"
"consobi01",1934,"USA",2008,"Billy","Consolo",180,71,"R","R"
"constji01",1933,"USA",2002,"Jim","Constable",185,73,"B","L"
"constjo01",1983,"D.R.",NULL,"Jose","Constanza",185,69,"L","L"
"consusa01",1920,"Cuba",2005,"Sandy","Consuegra",165,71,"R","R"
"contija01",1975,"USA",NULL,"Jason","Conti",180,71,"L","R"
"contrca01",1991,"D.R.",NULL,"Carlos","Contreras",215,71,"R","R"
"contrjo01",1971,"Cuba",NULL,"Jose","Contreras",255,76,"R","R"
"contrna01",1951,"USA",NULL,"Nardi","Contreras",193,74,"B","R"
"contrwi01",1992,"Venezuela",NULL,"Willson","Contreras",210,73,"R","R"
"conveji01",1971,"USA",NULL,"Jim","Converse",180,69,"L","R"
"conwabi01",1861,"USA",1943,"Bill","Conway",170,68,"R","R"
"conwach01",1886,"USA",1968,"Charles","Conway",155,71,"R","R"
"conwadi01",1866,"USA",1926,"Dick","Conway",140,67,"L","R"
"conwaja01",1918,"USA",1993,"Jack","Conway",175,71,"R","R"
"conwaje01",1901,"USA",1980,"Jerry","Conway",190,74,"L","L"
"conwaji01",1858,"USA",1912,"Jim","Conway",NULL,NULL,"R","R"
"conwaow01",1889,"USA",1942,"Owen","Conway",NULL,NULL,NULL,"R"
"conwape01",1866,"USA",1903,"Pete","Conway",162,70,"R","R"
"conwari01",1896,"USA",1972,"Rip","Conway",160,66,"L","R"
"conweed01",1890,"USA",1926,"Ed","Conwell",155,71,"R","R"
"conyehe01",1921,"USA",1964,"Herb","Conyers",210,77,"L","R"
"conzejo01",1889,"USA",1979,"Joe","Conzelman",170,72,"R","R"
"coogada01",1875,"USA",1942,"Dan","Coogan",128,68,NULL,NULL
"coogada02",1930,"USA",1989,"Dale","Coogan",190,73,"L","L"
"cookaa01",1979,"USA",NULL,"Aaron","Cook",215,75,"R","R"
"cookan01",1967,"USA",NULL,"Andy","Cook",205,77,"R","R"
"cookcl01",1936,"USA",NULL,"Cliff","Cook",185,72,"R","R"
"cookde01",1962,"USA",NULL,"Dennis","Cook",185,75,"L","L"
"cookdo01",1886,"USA",1973,"Doc","Cook",170,72,"L","R"
"cookea01",1908,"CAN",1996,"Earl","Cook",195,72,"R","R"
"cookedu01",1907,"USA",1987,"Dusty","Cooke",205,73,"L","R"
"cookefr01",1873,"USA",1923,"Fred","Cooke",164,70,NULL,NULL
"cookest01",1970,"USA",NULL,"Steve","Cooke",225,78,"R","L"
"cookgl01",1959,"USA",NULL,"Glen","Cook",180,71,"R","R"
"cookji01",1879,"USA",1949,"Jim","Cook",163,69,"R","R"
"cookmi01",1963,"USA",NULL,"Mike","Cook",200,75,"R","R"
"cookpa01",1863,"USA",1905,"Paul","Cook",185,70,"R","R"
"cookro01",1890,"USA",1975,"Rollin","Cook",152,69,"R","R"
"cookro02",1947,"USA",NULL,"Ron","Cook",175,73,"L","L"
"cookry01",1987,"USA",NULL,"Ryan","Cook",215,74,"R","R"
"cooksbr01",1969,"USA",NULL,"Brent","Cookson",200,71,"R","R"
"coolbmi01",1972,"USA",2007,"Mike","Coolbaugh",185,73,"R","R"
"coolbsc01",1966,"USA",NULL,"Scott","Coolbaugh",185,70,"R","R"
"cooledu01",1873,"USA",1937,"Duff","Cooley",158,71,"L","R"
"coombbo01",1908,"USA",1991,"Bobby","Coombs",160,69,"R","R"
"coombce01",1888,"USA",1975,"Cecil","Coombs",160,69,"R","R"
"coombda01",1942,"USA",NULL,"Danny","Coombs",200,76,"R","L"
"coombja01",1882,"USA",1957,"Jack","Coombs",185,72,"B","R"
"coomero01",1966,"USA",NULL,"Ron","Coomer",195,71,"R","R"
"coonebi01",1883,"USA",1928,"Bill","Cooney",NULL,NULL,NULL,"R"
"coonebo01",1907,"USA",1976,"Bob","Cooney",160,71,"R","R"
"cooneji01",1865,"USA",1903,"Jimmy","Cooney",155,69,"B","R"
"cooneji02",1894,"USA",1991,"Jimmy","Cooney",160,71,"R","R"
"coonejo01",1901,"USA",1986,"Johnny","Cooney",165,70,"R","L"
"cooneph01",1882,"USA",1957,"Phil","Cooney",155,68,"L","R"
"cooneti01",1990,"USA",NULL,"Tim","Cooney",195,75,"L","L"
"coonwi01",1855,"USA",1915,"William","Coon",NULL,NULL,NULL,NULL
"coopean99",1898,"USA",1941,"Andy","Cooper",220,74,"R","L"
"coopebr01",1974,"USA",NULL,"Brian","Cooper",175,73,"R","R"
"coopeca01",1922,"USA",1994,"Cal","Cooper",180,74,"R","R"
"coopece01",1949,"USA",NULL,"Cecil","Cooper",165,74,"L","L"
"coopecl01",1892,"USA",1974,"Claude","Cooper",158,69,"L","L"
"coopeda01",1987,"USA",NULL,"David","Cooper",200,72,"L","L"
"coopedo01",1956,"USA",NULL,"Don","Cooper",185,73,"R","R"
"coopega01",1956,"USA",NULL,"Gary","Cooper",175,75,"B","R"
"coopega02",1964,"USA",NULL,"Gary","Cooper",200,73,"R","R"
"coopega03",1990,"USA",NULL,"Garrett","Cooper",230,78,"R","R"
"coopegu01",1893,"USA",1951,"Guy","Cooper",185,73,"B","R"
"coopemo01",1913,"USA",1958,"Mort","Cooper",210,74,"R","R"
"coopepa01",1917,"USA",1993,"Pat","Cooper",180,75,"R","R"
"coopesc01",1967,"USA",NULL,"Scott","Cooper",200,75,"L","R"
"coopewa01",1915,"USA",1991,"Walker","Cooper",210,75,"R","R"
"coopewi01",1892,"USA",1973,"Wilbur","Cooper",175,71,"R","L"
"copelma01",1913,"USA",1982,"Mays","Copeland",180,72,"R","R"
"copelsc01",1987,"USA",NULL,"Scott","Copeland",220,75,"R","R"
"coppiro01",1974,"USA",NULL,"Rocky","Coppinger",245,77,"R","R"
"coppohe01",1912,"USA",1990,"Henry","Coppola",175,71,"R","R"
"coquitr01",1974,"USA",NULL,"Trace","Coquillette",165,72,"R","R"
"coraal01",1975,"P.R.",NULL,"Alex","Cora",200,72,"L","R"
"corajo01",1965,"P.R.",NULL,"Joey","Cora",150,67,"B","R"
"corbedo01",1952,"USA",NULL,"Doug","Corbett",185,73,"R","R"
"corbege01",1913,"USA",2009,"Gene","Corbett",190,73,"L","R"
"corbejo01",1875,"USA",1945,"Joe","Corbett",175,70,"R","R"
"corbesh01",1962,"USA",NULL,"Sherman","Corbett",205,76,"L","L"
"corbiar01",1967,"USA",NULL,"Archie","Corbin",190,76,"R","R"
"corbicl01",1915,"USA",1978,"Claude","Corbitt",170,70,"R","R"
"corbipa01",1989,"USA",NULL,"Patrick","Corbin",210,75,"L","L"
"corbira01",1949,"USA",NULL,"Ray","Corbin",200,74,"R","R"
"corcida01",1990,"D.R.",NULL,"Daniel","Corcino",210,71,"R","R"
"corcoar01",1894,"USA",1958,"Art","Corcoran",185,71,NULL,"R"
"corcoja01",1858,"USA",1935,"Jack","Corcoran",NULL,NULL,NULL,NULL
"corcojo01",1873,"USA",1901,"John","Corcoran",NULL,NULL,"R","R"
"corcola01",1859,"USA",1891,"Larry","Corcoran",127,63,"B","R"
"corcomi01",1858,"USA",1927,"Mike","Corcoran",NULL,NULL,NULL,NULL
"corcomi02",1882,"USA",1950,"Mickey","Corcoran",165,68,"R","R"
"corcoro01",1980,"USA",NULL,"Roy","Corcoran",190,70,"R","R"
"corcoti01",1953,"USA",NULL,"Tim","Corcoran",175,71,"L","L"
"corcoti02",1978,"USA",NULL,"Tim","Corcoran",205,74,"R","R"
"corcoto01",1869,"USA",1960,"Tommy","Corcoran",164,69,"R","R"
"cordech01",1982,"USA",NULL,"Chad","Cordero",220,72,"R","R"
"cordefr01",1975,"D.R.",NULL,"Francisco","Cordero",245,75,"R","R"
"cordefr02",1994,"D.R.",NULL,"Franchy","Cordero",175,75,"L","R"
"cordewi01",1971,"P.R.",NULL,"Wil","Cordero",185,74,"R","R"
"cordier01",1986,"USA",NULL,"Erik","Cordier",215,76,"R","R"
"cordoal01",1995,"Panama",NULL,"Allen","Cordoba",175,73,"R","R"
"cordofr01",1972,"Mexico",NULL,"Francisco","Cordova",190,70,"R","R"
"cordoma01",1969,"USA",NULL,"Marty","Cordova",200,72,"R","R"
"coreybr01",1973,"USA",NULL,"Bryan","Corey",170,70,"R","R"
"coreyed01",1894,"USA",1970,"Ed","Corey",170,72,"R","R"
"coreyfr01",1855,"USA",1912,"Fred","Corey",160,67,"R","R"
"coreyma01",1955,"USA",NULL,"Mark","Corey",200,74,"R","R"
"coreyma02",1974,"USA",NULL,"Mark","Corey",220,74,"R","R"
"corgach01",1902,"USA",1928,"Chuck","Corgan",180,71,"B","R"
"corharo01",1887,"USA",1958,"Roy","Corhan",165,69,"R","R"
"corkhpo01",1858,"USA",1921,"Pop","Corkhill",180,70,"L","R"
"corkimi01",1946,"USA",NULL,"Mike","Corkins",190,73,"R","R"
"cormila01",1980,"USA",NULL,"Lance","Cormier",200,73,"R","R"
"cormirh01",1967,"CAN",NULL,"Rheal","Cormier",185,70,"L","L"
"cornebr01",1969,"USA",NULL,"Brad","Cornett",190,75,"R","R"
"corneje01",1957,"USA",NULL,"Jeff","Cornell",170,71,"B","R"
"cornejo01",1989,"USA",NULL,"John","Cornely",205,73,"R","R"
"cornema01",1951,"USA",NULL,"Mardie","Cornejo",200,75,"R","R"
"cornena01",1979,"USA",NULL,"Nate","Cornejo",200,77,"R","R"
"cornere01",1970,"USA",NULL,"Reid","Cornelius",200,72,"R","R"
"cornute01",1952,"USA",NULL,"Terry","Cornutt",195,74,"R","R"
"corpama01",1982,"Panama",NULL,"Manny","Corpas",170,75,"R","R"
"corpoca01",1984,"P.R.",NULL,"Carlos","Corporan",240,74,"B","R"
"corrapa01",1941,"USA",NULL,"Pat","Corrales",180,72,"R","R"
"correca01",1994,"P.R.",NULL,"Carlos","Correa",215,76,"R","R"
"correed01",1966,"P.R.",NULL,"Ed","Correa",192,74,"R","R"
"correke01",1980,"USA",NULL,"Kevin","Correia",200,75,"R","R"
"correro01",1967,"USA",NULL,"Rod","Correia",185,71,"R","R"
"correvi01",1946,"USA",NULL,"Vic","Correll",185,70,"R","R"
"corrifr01",1880,"USA",1941,"Frank","Corridon",170,72,"B","R"
"corrijo01",1918,"USA",2001,"John","Corriden",160,66,"B","R"
"corriph01",1858,"USA",1915,"Phil","Coridan",NULL,NULL,"L",NULL
"corrire01",1887,"USA",1959,"Red","Corriden",165,69,"R","R"
"corsiji01",1961,"USA",NULL,"Jim","Corsi",210,73,"R","R"
"cortaje01",1904,"USA",1963,"Jess","Cortazzo",142,63,"R","R"
"cortba01",1956,"CAN",NULL,"Barry","Cort",210,77,"R","R"
"corteda01",1973,"Mexico",NULL,"David","Cortes",195,71,"R","R"
"corteda02",1987,"USA",NULL,"Dan","Cortes",235,78,"R","R"
"cortefe01",1981,"USA",NULL,"Fernando","Cortez",175,73,"L","R"
"corwial01",1926,"USA",2003,"Al","Corwin",170,73,"R","R"
"cosarja01",1990,"USA",NULL,"Jarred","Cosart",206,75,"R","R"
"coscajo01",1909,"USA",1993,"Joe","Coscarart",185,72,"R","R"
"coscape01",1913,"USA",2002,"Pete","Coscarart",175,71,"R","R"
"coseyra01",1956,"USA",NULL,"Ray","Cosey",185,70,"L","L"
"cosgrmi01",1951,"USA",NULL,"Mike","Cosgrove",170,73,"L","L"
"cosmaji01",1943,"USA",2013,"Jim","Cosman",211,76,"R","R"
"costami01",1983,"USA",NULL,"Mike","Costanzo",205,74,"L","R"
"costash01",1981,"USA",NULL,"Shane","Costa",205,72,"L","R"
"costech01",1973,"USA",NULL,"Chris","Coste",200,73,"R","R"
"costeda01",1891,"USA",1936,"Dan","Costello",185,72,"L","R"
"costejo01",1960,"USA",NULL,"John","Costello",190,73,"R","R"
"costoti01",1969,"USA",NULL,"Tim","Costo",220,77,"R","R"
"cotahu01",1979,"Mexico",NULL,"Humberto","Cota",225,71,"R","R"
"cotehe01",1864,"USA",1940,"Henry","Cote",165,69,NULL,"R"
"cotepe01",1902,"USA",1987,"Pete","Cote",148,66,"R","R"
"cothaca01",1987,"USA",NULL,"Caleb","Cotham",215,75,"R","R"
"cotteda01",1867,"USA",1935,"Dan","Cotter",NULL,NULL,"R","R"
"cottedi01",1889,"USA",1945,"Dick","Cotter",172,71,"R","R"
"cotteed01",1904,"USA",1959,"Ed","Cotter",185,72,"R","R"
"cotteho01",1900,"USA",1955,"Hooks","Cotter",160,70,"L","L"
"cotteto01",1866,"USA",1906,"Tom","Cotter",149,70,"R","R"
"cottich01",1936,"USA",NULL,"Chuck","Cottier",175,70,"R","R"
"cottohe01",1961,"USA",NULL,"Henry","Cotto",178,74,"R","R"
"cottojh01",1992,"V.I.",NULL,"Jharel","Cotton",195,71,"R","R"
"cottren01",1888,"USA",1947,"Ensign","Cottrell",173,69,"L","L"
"cottsne01",1980,"USA",NULL,"Neal","Cotts",200,74,"L","L"
"couchjo01",1891,"USA",1975,"Johnny","Couch",180,72,"L","R"
"couchmi01",1957,"USA",NULL,"Mike","Couchee",190,72,"R","R"
"coughbi01",1878,"USA",1943,"Bill","Coughlin",140,69,"R","R"
"coughde01",1844,"USA",1913,"Dennis","Coughlin",NULL,NULL,NULL,NULL
"coughed01",NULL,NULL,NULL,"Ed","Coughlin",NULL,NULL,NULL,NULL
"coughma01",1934,"USA",2016,"Marlan","Coughtry",170,73,"L","R"
"coughro01",1868,"USA",1951,"Roscoe","Coughlin",160,70,NULL,"R"
"couloda01",1989,"USA",NULL,"Daniel","Coulombe",190,70,"L","L"
"coulsbo01",1887,"USA",1953,"Bob","Coulson",175,70,"R","R"
"coultch01",1945,"USA",NULL,"Chip","Coulter",172,70,"B","R"
"coumbfr01",1889,"USA",1978,"Fritz","Coumbe",152,72,"L","L"
"counscr01",1970,"USA",NULL,"Craig","Counsell",180,72,"L","R"
"courtcl01",1927,"USA",1975,"Clint","Courtney",180,68,"L","R"
"courter01",1875,"USA",1920,"Ernie","Courtney",168,68,"L","R"
"courtha01",1898,"USA",1954,"Harry","Courtney",185,76,"L","L"
"courtjo01",1970,"USA",NULL,"John","Courtright",185,74,"L","L"
"couside01",1898,"USA",1951,"Dee","Cousineau",170,72,"R","R"
"cousisc01",1985,"USA",NULL,"Scott","Cousins",200,73,"L","L"
"coutljo01",1980,"USA",NULL,"Jon","Coutlangus",185,73,"L","L"
"covelha01",1886,"USA",1950,"Harry","Coveleski",180,72,"B","L"
"covelst01",1889,"USA",1984,"Stan","Coveleski",166,71,"R","R"
"covenja01",1880,"USA",1961,"Jack","Coveney",175,69,"R","R"
"coveydy01",1991,"USA",NULL,"Dylan","Covey",195,74,"R","R"
"covinch01",1910,"USA",1976,"Chet","Covington",195,74,"B","L"
"covinsa01",1894,"USA",1963,"Sam","Covington",190,73,"L","R"
"covinte01",1887,"USA",1931,"Tex","Covington",175,73,"L","R"
"covinwe01",1932,"USA",2011,"Wes","Covington",205,73,"L","R"
"cowanbi01",1938,"USA",NULL,"Billy","Cowan",170,72,"R","R"
"cowarka01",1992,"USA",NULL,"Kaleb","Cowart",225,75,"B","R"
"cowenal01",1951,"USA",2002,"Al","Cowens",197,73,"R","R"
"cowgico01",1986,"USA",NULL,"Collin","Cowgill",190,69,"R","L"
"cowlejo01",1958,"USA",NULL,"Joe","Cowley",210,77,"R","R"
"coxbi01",1913,"USA",1988,"Bill","Cox",185,73,"R","R"
"coxbi02",1919,"USA",1978,"Billy","Cox",150,70,"R","R"
"coxbo01",1941,"USA",NULL,"Bobby","Cox",180,71,"R","R"
"coxca01",1941,"USA",NULL,"Casey","Cox",200,77,"R","R"
"coxda01",1959,"United Kingdom",NULL,"Danny","Cox",235,76,"R","R"
"coxda02",1967,"USA",NULL,"Darron","Cox",205,73,"R","R"
"coxdi01",1895,"USA",1966,"Dick","Cox",158,67,"R","R"
"coxer01",1894,"USA",1974,"Ernie","Cox",180,73,"L","R"
"coxfr01",1857,"USA",1928,"Frank","Cox",NULL,66,NULL,NULL
"coxge01",1904,"USA",1995,"George","Cox",170,73,"R","R"
"coxgl01",1931,"USA",2012,"Glenn","Cox",210,74,"R","R"
"coxje01",1955,"USA",NULL,"Jeff","Cox",170,71,"R","R"
"coxji01",1950,"USA",NULL,"Jim","Cox",175,71,"R","R"
"coxla01",1947,"USA",1990,"Larry","Cox",178,70,"R","R"
"coxle01",1904,"USA",1934,"Les","Cox",164,72,"R","R"
"coxre01",1895,"USA",1984,"Red","Cox",190,74,"L","R"
"coxst01",1974,"USA",NULL,"Steve","Cox",225,76,"L","L"
"coxte01",1949,"USA",NULL,"Terry","Cox",215,77,"R","R"
"coxte02",1955,"USA",NULL,"Ted","Cox",195,75,"R","R"
"coylebi01",1871,"USA",1941,"Bill","Coyle",NULL,NULL,NULL,"R"
"coyneto01",1894,"USA",1939,"Toots","Coyne",NULL,NULL,NULL,"R"
"cozarch01",1919,"USA",2004,"Charlie","Cozart",190,72,"R","L"
"cozarza01",1985,"USA",NULL,"Zack","Cozart",204,72,"R","R"
"crabbca01",1983,"V.I.",NULL,"Callix","Crabbe",185,67,"B","R"
"crabbro01",1890,"USA",1940,"Roy","Crabb",160,71,"R","R"
"crablge01",1885,"USA",1965,"George","Crable",190,73,"L","L"
"crabtes01",1903,"USA",1967,"Estel","Crabtree",168,72,"L","R"
"crabtti01",1969,"USA",NULL,"Tim","Crabtree",205,76,"R","R"
"craddwa01",1932,"USA",1980,"Walt","Craddock",176,71,"R","L"
"cradlri01",1973,"USA",NULL,"Rickey","Cradle",180,74,"R","R"
"craftha01",1915,"USA",1995,"Harry","Craft",185,73,"R","R"
"craftmo01",1895,"USA",1978,"Molly","Craft",165,74,"R","R"
"craghho01",1908,"USA",1962,"Howard","Craghead",200,74,"R","R"
"craigal01",1984,"USA",NULL,"Allen","Craig",215,74,"R","R"
"craigge01",1883,"USA",1911,"George","Craig",NULL,NULL,NULL,"L"
"craigpe01",1940,"CAN",NULL,"Pete","Craig",220,77,"L","R"
"craigro01",1930,"USA",NULL,"Roger","Craig",190,76,"R","R"
"craigro02",1958,"USA",2013,"Rod","Craig",195,73,"B","R"
"crainje01",1981,"CAN",NULL,"Jesse","Crain",215,73,"R","R"
"cramebi01",1891,"USA",1966,"Bill","Cramer",175,72,"R","R"
"cramebo01",1979,"USA",NULL,"Bobby","Cramer",205,73,"L","L"
"cramedi01",1855,"USA",1898,"Edward","Cramer",NULL,NULL,NULL,"L"
"cramedo01",1905,"USA",1990,"Doc","Cramer",185,74,"L","R"
"cramje01",1947,"USA",NULL,"Jerry","Cram",180,72,"R","R"
"crandde01",1930,"USA",NULL,"Del","Crandall",180,73,"R","R"
"cranddo01",1887,"USA",1951,"Doc","Crandall",180,70,"R","R"
"craneed01",1862,"USA",1896,"Ed","Crane",204,70,"R","R"
"cranefr01",1840,"USA",1925,"Fred","Crane",135,69,NULL,NULL
"cranesa01",1854,"USA",1925,"Sam","Crane",190,72,"R","R"
"cranesa02",1894,"USA",1955,"Sam","Crane",154,71,"R","R"
"cravaga01",1881,"USA",1963,"Gavvy","Cravath",186,70,"R","R"
"cravebi01",1844,"USA",1901,"Bill","Craver",160,69,"R","R"
"cravyty01",1989,"USA",NULL,"Tyler","Cravy",220,74,"R","R"
"crawfbr01",1987,"USA",NULL,"Brandon","Crawford",215,74,"L","R"
"crawfca01",1971,"USA",NULL,"Carlos","Crawford",190,73,"R","R"
"crawfca02",1981,"USA",NULL,"Carl","Crawford",230,74,"L","L"
"crawfev01",1986,"USA",NULL,"Evan","Crawford",190,74,"R","L"
"crawffo01",1881,"USA",1908,"Forrest","Crawford",NULL,NULL,"L","R"
"crawfge01",NULL,NULL,NULL,"George","Crawford",NULL,NULL,NULL,NULL
"crawfgl01",1913,"USA",1972,"Glenn","Crawford",165,69,"L","R"
"crawfja01",1928,"USA",NULL,"Jake","Crawford",185,73,"R","R"
"crawfji01",1950,"USA",NULL,"Jim","Crawford",200,75,"L","L"
"crawfjo01",1970,"USA",NULL,"Joe","Crawford",225,75,"L","L"
